,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init Fwd Win Bytes,Label
791189,1944,2665.0,640,88.36364,137.869,976,121.13636,258.64157,352013.0,976,102.422226,203.7441,41511.66,104.75,88.36364,121.13636,1944,2665,26883,1
831529,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,383606.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
147386,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,509.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
169080,285,129.0,285,95.0,164.54483,112,32.25,53.767246,421.0,285,51.75,101.8637,10376.214,59.142857,95.0,32.25,285,129,8192,1
850582,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,364699.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
819295,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,310796.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
825533,1928,2665.0,640,87.63636,137.78055,976,133.25,268.77124,374854.0,976,106.81396,207.28703,42967.918,109.35714,87.63636,133.25,1928,2665,26883,1
203758,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,521.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
50780,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,625.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
826902,1928,2665.0,640,91.809525,139.75107,976,121.13636,258.64157,297546.0,976,104.38636,205.49443,42227.965,106.81396,91.809525,121.13636,1928,2665,26883,1
148590,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,636.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
859742,1928,2665.0,640,80.333336,133.95868,976,133.25,268.77124,396713.0,976,102.066666,203.74097,41510.383,104.38636,80.333336,133.25,1928,2665,26883,1
865398,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,375725.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
2733034,106,174.0,106,21.2,47.40464,174,87.0,123.03658,281291.0,174,35.0,67.307396,4530.2856,40.0,21.2,87.0,106,174,8192,1
83200,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,492.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
192789,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,497.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
42679,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,594.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2727753,1383,392.0,678,98.78571,188.75551,291,56.0,105.39766,3956350.0,678,80.681816,161.12503,25961.275,84.52381,98.78571,56.0,1383,392,8192,1
174445,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,543.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
833889,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,381557.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
2723745,77,0.0,46,25.666666,23.459185,0,0.0,0.0,1195.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,256,1
784921,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,351403.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
830906,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,398475.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
2723464,77,0.0,46,25.666666,23.459185,0,0.0,0.0,551.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,256,1
115129,0,129.0,0,0.0,0.0,112,9.923077,31.02811,417.0,112,8.0625,28.039185,786.19586,8.6,0.0,9.923077,0,129,8192,1
88698,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,624.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
852348,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,397458.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
798336,1976,2665.0,640,89.818184,138.03369,976,121.13636,258.64157,381952.0,976,103.13333,203.74846,41513.438,105.47727,89.818184,121.13636,1976,2665,26883,1
2654613,77,0.0,46,25.666666,23.459185,0,0.0,0.0,345.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,256,1
36891,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,505.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
85354,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,512.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
37209,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,566.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
787464,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,370818.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
819164,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,397906.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
785267,1992,2665.0,640,90.545456,138.10994,976,121.13636,258.64157,393942.0,976,103.48889,203.7497,41513.938,105.84091,90.545456,121.13636,1992,2665,26883,1
153575,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,643.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
88558,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,644.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
856602,1912,2665.0,640,76.48,131.98141,976,133.25,268.77124,392394.0,976,99.5,202.01813,40811.32,101.71111,76.48,133.25,1912,2665,26883,1
773037,1928,2665.0,640,80.333336,133.95868,976,121.13636,258.64157,368043.0,976,97.723404,200.34782,40139.246,99.847824,80.333336,121.13636,1928,2665,26883,1
106041,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,489.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
797035,1944,2665.0,640,88.36364,137.869,976,133.25,268.77124,387102.0,976,107.18604,207.28152,42965.633,109.7381,88.36364,133.25,1944,2665,26883,1
56640,1460,129.0,1460,486.66666,842.9314,112,7.1666665,26.46696,17063.0,1460,72.22727,310.8869,96650.664,75.666664,486.66666,7.1666665,1460,129,8192,1
856065,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,413820.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
193799,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,534.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2644297,40,139.0,40,40.0,0.0,139,139.0,0.0,0.0,139,73.0,57.157677,3267.0,109.5,40.0,139.0,40,139,-1,1
150488,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,614.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
156726,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,570.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2743210,77,0.0,46,25.666666,23.459185,0,0.0,0.0,368.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,254,1
196745,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,652.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2635367,86,118.0,43,43.0,0.0,59,59.0,0.0,606382.0,59,49.4,8.763561,76.8,61.75,43.0,59.0,86,118,-1,1
807331,1960,2665.0,640,89.09091,137.95338,976,121.13636,258.64157,395823.0,976,102.77778,203.7466,41512.676,105.11364,89.09091,121.13636,1960,2665,26883,1
196214,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,579.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
101362,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,721.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
826605,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,332103.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
2625585,36,52.0,36,36.0,0.0,52,52.0,0.0,0.0,52,41.333332,9.237604,85.333336,62.0,36.0,52.0,36,52,-1,1
819785,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,318606.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
5974,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,577.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2636759,76,204.0,76,76.0,0.0,204,204.0,0.0,0.0,204,118.666664,73.90083,5461.3335,178.0,76.0,204.0,76,204,-1,1
145670,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,535.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
69317,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,477.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2652633,0,0.0,0,0.0,0.0,0,0.0,0.0,8955950.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,1
118510,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,482.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
817933,1928,2665.0,640,80.333336,133.95868,976,133.25,268.77124,387405.0,976,102.066666,203.74097,41510.383,104.38636,80.333336,133.25,1928,2665,26883,1
28531,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,513.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2742969,557,3773.0,206,61.88889,88.34371,1460,539.0,655.4329,48272.0,1460,254.70589,474.6863,225327.1,270.625,61.88889,539.0,557,3773,8192,1
8701,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,431.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
144171,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,479.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
199242,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,538.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
847389,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,330055.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
785589,1944,2665.0,640,88.36364,137.869,976,121.13636,258.64157,327942.0,976,102.422226,203.7441,41511.66,104.75,88.36364,121.13636,1944,2665,26883,1
11421,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,542.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
15869,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,452.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
124884,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,794.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
789870,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,385401.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
782832,1944,2665.0,640,88.36364,137.869,976,121.13636,258.64157,351978.0,976,102.422226,203.7441,41511.66,104.75,88.36364,121.13636,1944,2665,26883,1
2653892,68,196.0,34,34.0,0.0,98,98.0,0.0,321651.0,98,59.6,35.054245,1228.8,74.5,34.0,98.0,68,196,-1,1
109094,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,599.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2724680,43,59.0,43,43.0,0.0,59,59.0,0.0,0.0,59,48.333332,9.237604,85.333336,72.5,43.0,59.0,43,59,-1,1
777120,1992,2665.0,640,90.545456,138.10994,976,121.13636,258.64157,396848.0,976,103.48889,203.7497,41513.938,105.84091,90.545456,121.13636,1992,2665,26883,1
144610,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,605.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
820864,1928,2665.0,640,83.82609,135.8474,976,121.13636,258.64157,398470.0,976,99.847824,202.02574,40814.4,102.066666,83.82609,121.13636,1928,2665,26883,1
853247,1912,2665.0,640,83.13043,135.73749,976,133.25,268.77124,378434.0,976,104.02273,205.49481,42228.117,106.441864,83.13043,133.25,1912,2665,26883,1
836041,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,389488.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
2636789,212,174.0,106,35.333332,54.738163,174,58.0,100.45895,404136.0,174,38.6,64.848885,4205.378,42.88889,35.333332,58.0,212,174,8192,1
816389,1960,2665.0,640,89.09091,137.95338,976,133.25,268.77124,390670.0,976,107.558136,207.27533,42963.062,110.11905,89.09091,133.25,1960,2665,26883,1
850182,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,364647.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
843535,1912,2665.0,640,86.90909,137.68802,976,126.90476,263.57465,375972.0,976,104.02273,205.49481,42228.117,106.441864,86.90909,126.90476,1912,2665,26883,1
88925,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,625.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
172289,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,376.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
29021,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,479.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
41677,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,520.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
42003,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,530.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
119011,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,572.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
170413,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,519.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
173241,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,595.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
174001,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,538.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
27224,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,610.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
147398,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,447.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
151974,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,563.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2648903,443,706.0,432,27.6875,107.81757,706,50.42857,188.68643,116000000.0,706,37.064518,146.3425,21416.129,38.3,27.6875,50.42857,443,706,8192,1
794542,1912,2665.0,640,83.13043,135.73749,976,133.25,268.77124,389481.0,976,104.02273,205.49481,42228.117,106.441864,83.13043,133.25,1912,2665,26883,1
819224,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,398406.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
132120,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,579.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
827996,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,331755.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
2649686,1132,1581.0,661,141.5,222.79202,1173,225.85715,430.0986,1398485.0,1173,169.5625,317.7628,100973.195,180.86667,141.5,225.85715,1132,1581,8192,1
859534,1928,2665.0,640,87.63636,137.78055,976,133.25,268.77124,364202.0,976,106.81396,207.28703,42967.918,109.35714,87.63636,133.25,1928,2665,26883,1
2732167,31,78.0,31,31.0,0.0,78,78.0,0.0,0.0,78,46.666668,27.135462,736.3333,70.0,31.0,78.0,31,78,-1,1
2742413,47,175.0,47,47.0,0.0,175,175.0,0.0,0.0,175,89.666664,73.90083,5461.3335,134.5,47.0,175.0,47,175,-1,1
26550,0,0.0,0,0.0,0.0,0,0.0,0.0,600.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2052,1
2741267,35,63.0,35,35.0,0.0,63,63.0,0.0,0.0,63,44.333332,16.165808,261.33334,66.5,35.0,63.0,35,63,-1,1
813420,1960,2665.0,640,89.09091,137.95338,976,121.13636,258.64157,419377.0,976,102.77778,203.7466,41512.676,105.11364,89.09091,121.13636,1960,2665,26883,1
2656060,41,127.0,41,41.0,0.0,127,127.0,0.0,0.0,127,69.666664,49.652122,2465.3333,104.5,41.0,127.0,41,127,-1,1
150418,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,571.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
812055,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,378966.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
87652,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,647.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
836180,1912,2665.0,640,91.04762,139.6791,976,121.13636,258.64157,272106.0,976,104.02273,205.49481,42228.117,106.441864,91.04762,121.13636,1912,2665,26883,1
176817,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,634.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
866693,1912,2665.0,640,73.53846,130.1818,976,121.13636,258.64157,374871.0,976,93.408165,197.08246,38841.496,95.354164,73.53846,121.13636,1912,2665,26883,1
63758,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,530.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
783669,1928,2665.0,640,83.82609,135.8474,976,133.25,268.77124,378461.0,976,104.38636,205.49443,42227.965,106.81396,83.82609,133.25,1928,2665,26883,1
134292,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,609.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
205996,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,592.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
791032,1944,2665.0,640,81.0,134.07979,976,133.25,268.77124,371942.0,976,102.422226,203.7441,41511.66,104.75,81.0,133.25,1944,2665,26883,1
8254,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,593.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2627820,1148,1581.0,677,143.5,228.12967,1173,225.85715,430.0986,1877294.0,1173,170.5625,319.43323,102037.59,181.93333,143.5,225.85715,1148,1581,8192,1
36628,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,541.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
110406,326,140.0,326,108.666664,188.21619,123,35.0,59.211487,710.0,326,58.25,116.219925,13507.071,66.57143,108.666664,35.0,326,140,8192,1
17087,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,414.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
831226,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,374255.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
2653803,84,212.0,84,84.0,0.0,212,212.0,0.0,0.0,212,126.666664,73.90083,5461.3335,190.0,84.0,212.0,84,212,-1,1
2730280,1144,1581.0,677,143.0,227.96992,1173,225.85715,430.0986,1675346.0,1173,170.3125,319.4027,102018.09,181.66667,143.0,225.85715,1144,1581,8192,1
77513,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,667.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
14429,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,636.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
198136,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,504.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2726998,0,0.0,0,0.0,0.0,0,0.0,0.0,85500000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62608,1
10150,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,499.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
800472,1912,2665.0,640,86.90909,137.68802,976,126.90476,263.57465,390172.0,976,104.02273,205.49481,42228.117,106.441864,86.90909,126.90476,1912,2665,26883,1
842393,1912,2665.0,640,83.13043,135.73749,976,121.13636,258.64157,393239.0,976,99.5,202.01813,40811.32,101.71111,83.13043,121.13636,1912,2665,26883,1
828909,1912,2665.0,640,91.04762,139.6791,976,121.13636,258.64157,348513.0,976,104.02273,205.49481,42228.117,106.441864,91.04762,121.13636,1912,2665,26883,1
832841,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,375587.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
2726931,54,70.0,54,54.0,0.0,70,70.0,0.0,0.0,70,59.333332,9.237604,85.333336,89.0,54.0,70.0,54,70,-1,1
845067,1928,2665.0,640,87.63636,137.78055,976,121.13636,258.64157,388826.0,976,102.066666,203.74097,41510.383,104.38636,87.63636,121.13636,1928,2665,26883,1
852035,1928,2665.0,640,77.12,132.11873,976,133.25,268.77124,373588.0,976,99.847824,202.02574,40814.4,102.066666,77.12,133.25,1928,2665,26883,1
782565,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,409154.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
76533,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,485.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2657367,50,78.0,50,50.0,0.0,78,78.0,0.0,0.0,78,59.333332,16.165808,261.33334,89.0,50.0,78.0,50,78,-1,1
178590,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,599.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
824258,1944,2665.0,640,88.36364,137.869,976,121.13636,258.64157,415461.0,976,102.422226,203.7441,41511.66,104.75,88.36364,121.13636,1944,2665,26883,1
1791,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,478.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
783503,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,375073.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
776262,2008,2665.0,640,91.27273,138.18214,976,121.13636,258.64157,277415.0,976,103.844444,203.75029,41514.18,106.204544,91.27273,121.13636,2008,2665,26883,1
36785,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,496.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2653967,599,152.0,517,99.833336,205.45113,152,38.0,76.0,5434651.0,517,68.27273,155.7826,24268.219,75.1,99.833336,38.0,599,152,8192,1
202412,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,536.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
129738,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,498.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
4608,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,493.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
180321,285,129.0,285,95.0,164.54483,112,32.25,53.767246,544.0,285,51.75,101.8637,10376.214,59.142857,95.0,32.25,285,129,8192,1
810921,1944,2665.0,640,81.0,134.07979,976,121.13636,258.64157,379414.0,976,98.06383,200.35841,40143.496,100.195656,81.0,121.13636,1944,2665,26883,1
70056,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,449.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
131874,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,372.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
195509,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,447.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
76909,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,614.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
13218,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,502.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
68825,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,573.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
65737,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,552.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2624490,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,1802491.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,8192,1
66420,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,481.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
42644,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,586.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
108995,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,705.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
2633292,0,0.0,0,0.0,0.0,0,0.0,0.0,2849484.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,1
151733,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,628.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
821970,1912,2665.0,640,86.90909,137.68802,976,121.13636,258.64157,391125.0,976,101.71111,203.7372,41508.848,104.02273,86.90909,121.13636,1912,2665,26883,1
199107,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,511.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
204538,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,621.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
65470,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,526.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
76689,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,526.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
821672,1928,2665.0,640,77.12,132.11873,976,133.25,268.77124,388461.0,976,99.847824,202.02574,40814.4,102.066666,77.12,133.25,1928,2665,26883,1
156197,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,670.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
101763,326,129.0,326,108.666664,188.21619,112,32.25,53.767246,596.0,326,56.875,115.406654,13318.696,65.0,108.666664,32.25,326,129,8192,1
