,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,attack
41860,44,1,0,0,508,0.0,1.0,1,0.0,1.0,1
31177,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
26624,49,9,1,0,16,0.38,0.31,6,0.02,0.47,1
36265,14,9,8,0,1,1.0,0.0,93,1.0,0.0,1
99233,14,9,8,0,1,1.0,0.0,88,1.0,0.0,1
62826,13,4,0,0,1,1.0,0.0,1,0.0,0.04,1
47598,14,9,8,0,1,1.0,0.0,16,1.0,0.0,1
74617,11,1,0,0,2,0.5,1.0,1,0.0,1.0,1
52392,21,4,0,0,1,1.0,0.0,1,0.01,0.6,1
99556,14,9,8,0,1,1.0,0.0,61,1.0,0.0,1
99306,49,1,0,0,25,0.04,1.0,1,0.0,0.43,1
109271,49,1,0,0,2,0.5,1.0,1,0.0,0.66,1
116763,14,9,8,0,1,1.0,0.0,14,1.0,0.0,1
83015,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
120618,49,4,0,0,1,1.0,0.0,1,0.0,0.61,1
91280,49,1,0,0,2,0.5,1.0,1,0.0,0.41,1
43897,14,9,8,0,1,1.0,0.0,7,1.0,0.0,1
23040,14,9,8,0,1,1.0,0.0,205,1.0,0.0,1
2578,49,10,0,0,1,1.0,0.0,1,0.0,0.96,1
71580,49,1,0,0,66,0.02,0.55,1,0.0,0.16,1
106732,14,9,8,0,1,1.0,0.0,22,1.0,0.0,1
93449,49,1,0,0,2,0.5,1.0,1,0.0,0.41,1
27141,14,9,8,0,1,1.0,0.0,80,1.0,0.0,1
50655,49,4,0,0,1,1.0,0.0,1,0.0,0.66,1
122860,49,1,0,0,2,0.5,1.0,1,0.0,0.49,1
13271,15,9,8,0,1,1.0,0.0,6,1.0,0.0,1
91169,14,9,8,0,1,1.0,0.0,184,1.0,0.0,1
92138,49,4,1,0,2,1.0,0.0,2,0.01,0.74,1
26645,23,10,0,0,1,1.0,0.0,1,0.0,1.0,1
76548,14,9,8,0,1,1.0,0.0,93,1.0,0.0,1
95565,14,9,8,0,1,1.0,0.0,12,1.0,0.0,1
109615,49,4,0,0,1,1.0,0.0,1,0.0,1.0,1
104380,28,1,0,0,2,0.5,1.0,1,0.0,0.58,1
10259,14,9,8,0,1,1.0,0.0,75,1.0,0.0,1
114961,44,4,1,0,2,1.0,0.0,2,0.01,0.74,1
66309,49,1,0,0,193,0.01,1.0,1,0.0,0.78,1
33162,49,9,207,0,2,1.0,0.0,40,0.83,0.04,1
27485,11,2,7,28,510,0.0,1.0,1,0.0,1.0,1
38137,49,1,0,0,2,0.5,1.0,1,0.0,0.33,1
72802,49,4,0,0,1,1.0,0.0,1,0.0,0.4,1
102557,14,9,8,0,1,1.0,0.0,12,1.0,0.0,1
60815,49,4,1,0,2,1.0,0.0,2,0.01,0.5,1
37257,57,0,0,0,1,1.0,0.0,1,0.01,0.69,1
124452,14,9,8,0,1,1.0,0.0,152,1.0,0.0,1
88056,14,9,8,0,1,1.0,0.0,164,1.0,0.0,1
90049,49,9,1,0,123,0.84,0.03,153,0.6,0.05,1
99064,14,9,8,0,1,1.0,0.0,83,1.0,0.0,1
55262,14,9,18,0,1,1.0,0.0,154,1.0,0.0,1
94932,14,9,8,0,1,1.0,0.0,32,1.0,0.0,1
84740,44,4,1,0,2,1.0,0.0,2,0.01,0.73,1
118157,49,1,0,0,114,0.01,1.0,1,0.0,0.46,1
67384,49,1,0,0,446,0.0,1.0,1,0.0,1.0,1
93349,44,1,0,0,508,0.0,1.0,1,0.0,1.0,1
39915,44,1,0,0,452,0.0,1.0,1,0.0,1.0,1
75471,14,9,8,0,1,1.0,0.0,204,1.0,0.0,1
47181,49,1,0,0,2,0.5,1.0,1,0.0,0.38,1
93665,21,9,6,77,511,0.0,1.0,1,0.0,1.0,1
18337,14,9,8,0,1,1.0,0.0,6,1.0,0.0,1
92234,68,1,0,0,8,0.12,1.0,1,0.01,0.17,1
36549,49,1,0,0,2,0.5,1.0,1,0.0,0.33,1
44783,14,9,8,0,1,1.0,0.0,85,1.0,0.0,1
53460,49,4,1,0,2,1.0,0.0,2,0.01,0.69,1
18618,24,1,0,0,5,0.2,0.6,1,0.01,0.07,1
38708,44,4,0,0,1,1.0,0.0,1,0.0,0.62,1
44374,14,9,18,0,1,1.0,0.0,190,1.0,0.0,1
35667,44,4,1,0,2,1.0,0.0,2,0.01,0.73,1
48939,48,9,6,40,137,0.01,0.99,1,0.0,0.55,1
20635,14,9,8,0,1,1.0,0.0,112,1.0,0.0,1
26990,14,9,8,0,1,1.0,0.0,101,1.0,0.0,1
29403,49,9,1,0,1,1.0,0.0,208,0.82,0.03,1
16209,16,5,0,0,510,0.0,1.0,1,0.0,1.0,1
7565,49,1,0,0,413,0.0,1.0,1,0.0,1.0,1
85670,49,9,207,0,2,1.0,0.0,198,0.83,0.01,1
74009,49,4,0,0,1,1.0,0.0,1,0.0,0.55,1
29471,14,9,18,0,1,1.0,0.0,216,1.0,0.0,1
33310,49,1,0,0,2,0.5,1.0,1,0.0,0.53,1
56064,14,9,8,0,1,1.0,0.0,9,1.0,0.0,1
7398,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
125354,14,9,8,0,1,1.0,0.0,55,1.0,0.0,1
57311,14,9,18,0,1,1.0,0.0,19,1.0,0.0,1
4219,49,1,0,0,1,1.0,0.0,2,0.02,1.0,1
62310,14,9,8,0,1,1.0,0.0,58,1.0,0.0,1
40297,49,4,0,0,1,1.0,0.0,1,0.0,0.09,1
11283,14,9,8,0,1,1.0,0.0,119,1.0,0.0,1
60765,66,4,1,0,2,1.0,0.0,2,0.01,0.46,1
50056,14,9,8,0,1,1.0,0.0,31,1.0,0.0,1
68527,44,4,1,0,2,1.0,0.0,2,0.01,0.73,1
8463,13,5,0,0,229,0.0,0.42,1,0.0,0.38,1
53847,49,9,100,0,3,1.0,0.0,36,0.16,0.01,1
122817,14,9,8,0,1,1.0,0.0,50,1.0,0.0,1
79585,49,9,1,0,45,0.47,0.07,21,0.08,0.23,1
18655,49,9,1,0,5,0.2,0.4,1,0.0,0.76,1
115063,49,1,0,0,138,0.01,1.0,1,0.0,0.74,1
96169,49,9,1,0,20,0.15,0.15,3,0.01,0.92,1
114529,14,9,8,0,1,1.0,0.0,143,1.0,0.0,1
64580,49,4,1,0,2,1.0,0.0,2,0.01,0.5,1
47266,14,9,8,0,1,1.0,0.0,31,1.0,0.0,1
33082,44,1,0,0,509,0.0,1.0,1,0.0,1.0,1
6669,14,9,8,0,1,1.0,0.0,97,1.0,0.0,1
83826,44,1,0,0,349,0.0,1.0,1,0.0,1.0,1
109491,48,4,0,0,1,1.0,0.0,1,0.0,0.76,1
12438,15,9,8,0,1,1.0,0.0,2,1.0,0.0,1
70294,14,9,8,0,1,1.0,0.0,89,1.0,0.0,1
47676,49,9,1,0,63,0.57,0.06,101,0.4,0.06,1
53527,49,1,0,0,2,0.5,1.0,1,0.0,0.4,1
29134,49,4,0,0,1,1.0,0.0,1,0.01,0.08,1
57664,49,9,1,0,4,1.0,0.0,4,0.02,0.42,1
57521,49,1,0,0,1,1.0,0.0,2,0.02,1.0,1
82414,49,1,0,0,1,1.0,0.0,1,0.03,1.0,1
60845,49,4,1,0,2,1.0,0.0,2,0.01,0.22,1
120668,14,9,8,0,1,1.0,0.0,86,1.0,0.0,1
43756,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
80161,44,9,1,0,6,0.17,0.5,1,0.0,0.24,1
106683,14,9,8,0,1,1.0,0.0,87,1.0,0.0,1
101289,49,1,0,0,2,0.5,1.0,1,0.0,0.62,1
2619,14,9,18,0,1,1.0,0.0,77,1.0,0.0,1
29078,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
37857,49,9,207,0,2,1.0,0.0,110,0.87,0.02,1
94185,49,4,0,0,373,0.01,0.52,2,0.01,0.52,1
45503,44,4,1,0,2,1.0,0.0,2,0.01,0.73,1
40648,14,9,8,0,1,1.0,0.0,112,1.0,0.0,1
82190,49,10,0,0,1,1.0,0.0,1,0.01,0.94,1
103074,49,9,1,0,16,0.19,0.12,32,0.13,0.63,1
4228,49,4,1,0,2,1.0,0.0,2,0.01,0.48,1
65236,44,1,0,0,464,0.0,1.0,1,0.0,1.0,1
123256,14,9,8,0,1,1.0,0.0,96,1.0,0.0,1
84526,14,9,18,0,1,1.0,0.0,17,1.0,0.0,1
89800,14,9,8,0,1,1.0,0.0,95,1.0,0.0,1
58119,49,1,0,0,236,0.0,1.0,1,0.0,0.97,1
27940,14,9,8,0,1,1.0,0.0,62,1.0,0.0,1
113798,14,9,20,0,1,1.0,0.0,1,0.01,0.04,1
54129,44,1,0,0,374,0.0,1.0,1,0.0,1.0,1
17532,49,9,1,0,12,0.08,0.75,1,0.0,0.32,1
21146,16,4,0,0,1,1.0,0.0,1,0.0,0.75,1
10183,14,9,8,0,1,1.0,0.0,81,1.0,0.0,1
1717,49,9,1,0,19,0.21,0.16,4,0.02,0.91,1
68350,49,9,1,0,42,0.36,0.1,43,0.17,0.44,1
69753,49,4,0,0,1,1.0,0.0,1,0.01,0.51,1
61091,49,4,0,0,1,1.0,0.0,1,0.0,0.58,1
101207,14,9,8,0,1,1.0,0.0,61,1.0,0.0,1
34350,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
18495,44,5,0,0,433,0.0,1.0,1,0.0,1.0,1
59391,14,9,18,0,1,1.0,0.0,145,1.0,0.0,1
101862,14,9,8,0,1,1.0,0.0,90,1.0,0.0,1
84206,49,9,1,0,9,0.78,0.33,7,0.03,0.35,1
118509,14,9,8,0,1,1.0,0.0,61,1.0,0.0,1
87600,28,4,0,0,1,1.0,0.0,1,0.0,0.5,1
113529,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
116925,49,9,207,0,2,1.0,0.0,80,0.83,0.02,1
5414,49,1,0,0,206,0.0,1.0,1,0.0,0.82,1
11515,44,1,0,0,509,0.0,1.0,1,0.0,1.0,1
73734,14,9,8,0,1,1.0,0.0,73,1.0,0.0,1
45905,49,1,0,0,196,0.01,1.0,1,0.0,0.89,1
7003,49,9,207,0,2,1.0,0.0,66,0.89,0.03,1
68280,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
40322,49,9,207,0,2,1.0,0.0,172,0.84,0.01,1
114933,44,5,0,0,510,0.0,1.0,1,0.0,1.0,1
54289,14,9,8,0,1,1.0,0.0,25,1.0,0.0,1
46979,49,4,0,0,1,1.0,0.0,1,0.0,0.29,1
54571,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
883,49,1,0,0,1,1.0,0.0,1,0.01,0.13,1
80294,44,9,1,0,3,1.0,0.0,3,0.01,0.2,1
114369,14,9,8,0,1,1.0,0.0,28,1.0,0.0,1
43746,49,9,215,0,1,1.0,0.0,165,0.84,0.01,1
76036,14,9,8,0,1,1.0,0.0,71,1.0,0.0,1
4417,49,9,1,0,134,0.85,0.03,156,0.61,0.05,1
76809,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
122046,49,10,0,0,1,1.0,0.0,1,0.01,0.94,1
75961,49,1,0,0,2,0.5,1.0,1,0.0,0.51,1
90546,28,1,0,0,106,0.01,1.0,1,0.0,0.49,1
27242,14,9,8,0,1,1.0,0.0,162,1.0,0.0,1
10407,14,9,18,0,1,1.0,0.0,255,1.0,0.0,1
44290,49,1,0,0,2,0.5,1.0,1,0.0,0.66,1
90621,62,2,0,0,2,0.5,1.0,1,0.0,1.0,1
4740,14,9,8,0,1,1.0,0.0,25,1.0,0.0,1
8924,49,3,0,0,165,0.01,0.39,2,0.01,0.25,1
42887,49,9,1,0,153,0.87,0.03,170,0.67,0.04,1
112102,49,1,0,0,41,0.02,0.56,1,0.0,0.11,1
23011,14,9,18,0,1,1.0,0.0,133,1.0,0.0,1
82964,49,4,1,0,2,1.0,0.0,2,0.01,0.62,1
101655,49,10,0,0,1,1.0,0.0,1,0.01,0.9,1
27851,49,9,1,0,14,0.71,0.14,10,0.04,0.84,1
112675,14,9,18,0,1,1.0,0.0,254,1.0,0.0,1
105176,49,4,1,0,2,1.0,0.0,2,0.01,0.43,1
102376,49,1,0,0,68,0.01,1.0,1,0.0,0.54,1
61472,44,4,1,0,2,1.0,0.0,2,0.01,0.73,1
41665,14,9,18,0,1,1.0,0.0,157,1.0,0.0,1
13194,49,4,0,0,308,0.01,0.5,2,0.01,0.5,1
69615,44,1,0,0,312,0.0,1.0,1,0.0,1.0,1
44756,49,1,0,0,1,1.0,0.0,2,0.03,1.0,1
84967,54,4,1,0,2,1.0,0.0,115,0.24,0.15,1
10940,49,9,1,0,3,1.0,0.0,6,0.02,0.98,1
54737,49,4,0,0,1,1.0,0.0,1,0.0,0.36,1
47622,49,1,0,0,25,0.04,1.0,1,0.01,0.27,1
46431,49,5,0,0,173,0.01,1.0,1,0.0,0.83,1
105641,49,1,0,0,279,0.0,1.0,1,0.0,1.0,1
8391,44,1,0,0,399,0.0,1.0,1,0.0,1.0,1
26882,49,4,1,0,2,1.0,0.0,2,0.01,0.62,1
61441,49,4,0,0,1,1.0,0.0,1,0.0,1.0,1
61127,14,9,8,0,1,1.0,0.0,69,1.0,0.0,1
83221,15,9,8,0,4,1.0,0.0,4,1.0,0.0,1
41598,44,1,0,0,416,0.0,1.0,1,0.0,1.0,1
105294,44,1,0,0,397,0.0,1.0,1,0.0,1.0,1
8922,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
117753,49,1,0,0,267,0.0,1.0,1,0.0,1.0,1
2971,14,9,8,0,1,1.0,0.0,91,1.0,0.0,1
23691,14,9,8,0,1,1.0,0.0,81,1.0,0.0,1
99667,51,1,0,0,1,1.0,0.0,2,0.02,1.0,1
18166,49,1,0,0,127,0.01,1.0,1,0.0,0.53,1
63751,49,4,0,0,306,0.01,0.5,2,0.01,0.5,1
121074,14,9,8,0,1,1.0,0.0,134,1.0,0.0,1
89663,14,9,8,0,1,1.0,0.0,129,1.0,0.0,1
89539,14,9,8,0,1,1.0,0.0,32,1.0,0.0,1
118764,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
59417,49,4,0,0,355,0.01,0.52,2,0.01,0.52,1
110376,49,1,0,0,49,0.02,1.0,1,0.0,0.22,1
36581,49,9,215,0,1,1.0,0.0,19,1.0,0.0,1
9957,49,9,1,0,29,0.31,0.1,9,0.04,0.21,1
10929,49,1,0,0,266,0.0,1.0,1,0.0,1.0,1
113349,6,10,0,0,1,1.0,0.0,1,0.01,0.93,1
107831,49,4,0,0,1,1.0,0.0,1,0.0,0.99,1
107000,14,9,8,0,1,1.0,0.0,6,1.0,0.0,1
56108,49,4,1,0,2,1.0,0.0,2,0.01,0.73,1
103287,49,10,0,0,1,1.0,0.0,1,0.01,0.95,1
92844,18,9,6,0,35,0.06,0.06,6,0.02,0.06,1
72303,14,9,8,0,1,1.0,0.0,235,1.0,0.0,1
53659,49,9,1,0,16,0.12,0.5,2,0.01,0.47,1
14187,44,9,1,0,159,0.06,0.04,9,0.04,0.05,1
94502,49,1,0,0,439,0.0,1.0,1,0.0,1.0,1
122316,40,4,0,0,4,0.5,0.5,2,0.01,0.02,1
17025,49,9,207,0,2,1.0,0.0,136,0.85,0.01,1
93785,49,4,1,0,2,1.0,0.0,2,0.01,0.23,1
32913,14,9,18,0,1,1.0,0.0,100,1.0,0.0,1
114337,49,1,0,0,288,0.0,1.0,1,0.0,0.97,1
78021,49,4,0,0,1,1.0,0.0,1,0.0,0.69,1
73033,14,9,8,0,1,1.0,0.0,80,1.0,0.0,1
84531,49,1,0,0,271,0.0,1.0,1,0.0,1.0,1
99430,14,9,8,0,1,1.0,0.0,198,1.0,0.0,1
55961,49,4,0,0,1,1.0,0.0,1,0.0,0.51,1
34790,14,9,8,0,1,1.0,0.0,185,1.0,0.0,1
119513,40,1,0,0,94,0.01,1.0,1,0.0,0.38,1
52335,14,9,8,0,1,1.0,0.0,40,1.0,0.0,1
114718,49,1,0,0,1,1.0,0.0,2,0.02,1.0,1
115508,14,9,8,0,1,1.0,0.0,123,1.0,0.0,1
76001,49,9,1,0,4,1.0,0.0,4,0.02,0.32,1
113981,49,5,0,0,510,0.0,1.0,1,0.0,1.0,1
85929,14,9,8,0,1,1.0,0.0,81,1.0,0.0,1
22921,49,4,0,0,1,1.0,0.0,1,0.0,0.3,1
5790,49,9,1,0,138,0.86,0.03,160,0.63,0.05,1
113194,49,9,207,0,2,1.0,0.0,20,1.0,0.0,1
62737,49,1,0,0,6,0.17,1.0,1,0.01,0.16,1
82340,49,1,0,0,313,0.0,1.0,1,0.0,0.99,1
103234,49,9,1,0,13,0.69,0.15,9,0.04,0.41,1
74072,49,4,1,0,2,1.0,0.0,2,0.01,0.82,1
65639,14,9,18,0,1,1.0,0.0,34,1.0,0.0,1
39677,14,9,18,0,1,1.0,0.0,52,1.0,0.0,1
103606,49,9,1,0,31,0.06,0.13,2,0.01,0.26,1
115655,49,1,0,0,238,0.0,1.0,1,0.0,0.95,1
117603,49,9,1,0,42,0.17,0.1,17,0.07,0.61,1
90819,36,1,0,0,2,0.5,1.0,1,0.0,1.0,1
61243,49,1,0,0,1,1.0,0.0,2,0.03,1.0,1
63426,14,9,8,0,1,1.0,0.0,129,1.0,0.0,1
65493,14,9,8,0,1,1.0,0.0,78,1.0,0.0,1
101971,14,9,18,0,1,1.0,0.0,195,1.0,0.0,1
68186,49,1,0,0,1,1.0,0.0,2,0.04,1.0,1
52222,49,10,0,0,1,1.0,0.0,1,0.05,0.75,1
109642,49,4,0,0,1,1.0,0.0,1,0.0,0.88,1
121375,49,4,0,0,1,1.0,0.0,1,0.0,0.06,1
67105,14,9,8,0,1,1.0,0.0,124,1.0,0.0,1
92574,49,4,1,0,2,1.0,0.0,2,0.01,0.5,1
121654,44,9,1,0,7,0.29,0.43,2,0.01,0.17,1
121795,14,9,18,0,1,1.0,0.0,19,1.0,0.0,1
107083,14,9,8,0,1,1.0,0.0,127,1.0,0.0,1
44445,49,9,1,0,18,0.17,0.28,3,0.01,0.22,1
81470,49,4,0,0,407,0.0,0.52,2,0.01,0.52,1
103744,44,4,1,0,2,1.0,0.0,2,0.01,0.69,1
78796,14,9,8,0,1,1.0,0.0,250,1.0,0.0,1
63515,14,9,8,0,1,1.0,0.0,80,1.0,0.0,1
52936,49,4,0,0,1,1.0,0.0,1,0.0,0.84,1
92583,14,9,8,0,1,1.0,0.0,37,1.0,0.0,1
59702,49,9,1,0,11,0.09,0.73,1,0.0,0.38,1
103139,56,1,0,0,80,0.01,1.0,1,0.0,0.43,1
38614,14,9,8,0,1,1.0,0.0,52,1.0,0.0,1
95232,11,5,0,0,140,0.01,0.37,1,0.0,0.2,1
118347,49,1,0,0,493,0.0,1.0,1,0.0,1.0,1
90566,49,1,0,0,254,0.0,1.0,1,0.0,0.97,1
105709,8,3,0,0,129,0.01,0.57,1,0.0,0.29,1
85678,14,9,8,0,1,1.0,0.0,160,1.0,0.0,1
2384,49,4,0,0,1,1.0,0.0,1,0.0,0.49,1
97652,49,1,0,0,2,0.5,1.0,1,0.0,0.78,1
113537,49,1,0,0,511,0.0,1.0,1,0.0,1.0,1
15493,14,9,8,0,1,1.0,0.0,106,1.0,0.0,1
123114,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
50683,49,4,0,0,1,1.0,0.0,1,0.01,0.47,1
67489,49,1,0,0,420,0.0,1.0,1,0.0,1.0,1
19025,44,1,0,0,407,0.0,1.0,1,0.0,1.0,1
96979,49,9,1,0,2,1.0,0.0,2,0.01,0.42,1
114846,14,9,8,0,1,1.0,0.0,129,1.0,0.0,1
79147,49,1,0,0,48,0.02,1.0,1,0.01,0.36,1
118831,49,4,0,0,1,1.0,0.0,1,0.0,0.55,1
36030,49,4,1,0,2,1.0,0.0,2,0.01,0.51,1
33980,14,9,18,0,1,1.0,0.0,202,1.0,0.0,1
70854,14,9,8,0,1,1.0,0.0,56,1.0,0.0,1
23470,14,9,8,0,1,1.0,0.0,116,1.0,0.0,1
49634,49,4,1,0,2,1.0,0.0,2,0.01,0.51,1
41038,49,4,0,0,1,1.0,0.0,1,0.0,0.68,1
82802,49,4,1,0,2,1.0,0.0,2,0.01,0.23,1
114081,14,9,8,0,1,1.0,0.0,81,1.0,0.0,1
53765,60,9,39,121,4,0.25,1.0,2,0.01,0.03,1
34373,14,9,18,0,1,1.0,0.0,114,1.0,0.0,1
63871,14,9,8,0,1,1.0,0.0,210,1.0,0.0,1
65338,14,9,8,0,1,1.0,0.0,81,1.0,0.0,1
116401,44,1,0,0,308,0.0,1.0,1,0.0,1.0,1
52869,49,1,0,0,197,0.01,0.99,1,0.0,0.78,1
85789,14,9,8,0,1,1.0,0.0,237,1.0,0.0,1
71119,14,9,8,0,1,1.0,0.0,32,1.0,0.0,1
62145,49,1,0,0,54,0.02,1.0,1,0.0,0.24,1
77481,49,1,0,0,276,0.0,1.0,1,0.0,0.97,1
124149,14,9,18,0,1,1.0,0.0,223,1.0,0.0,1
71971,44,4,1,0,2,1.0,0.0,2,0.01,0.73,1
89865,49,1,0,0,93,0.01,1.0,1,0.0,0.63,1
41888,49,4,0,0,1,1.0,0.0,1,0.0,0.42,1
108404,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
100952,49,1,0,0,85,0.01,1.0,1,0.0,0.6,1
70334,14,9,8,0,1,1.0,0.0,49,1.0,0.0,1
28265,49,1,0,0,216,0.0,1.0,1,0.0,0.85,1
6923,49,3,0,0,151,0.01,0.38,2,0.01,0.22,1
102511,14,9,8,0,1,1.0,0.0,40,1.0,0.0,1
78635,14,9,8,0,1,1.0,0.0,127,1.0,0.0,1
22611,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
114606,49,9,1,0,123,0.7,0.05,143,0.56,0.05,1
105527,49,9,1,0,118,0.83,0.03,148,0.58,0.05,1
54190,14,9,8,0,1,1.0,0.0,86,1.0,0.0,1
37522,49,4,0,0,1,1.0,0.0,1,0.0,0.97,1
97785,44,9,1,0,4,1.0,0.0,4,0.02,0.2,1
107089,49,1,0,0,276,0.0,1.0,1,0.0,1.0,1
45876,49,1,0,0,392,0.0,0.52,1,0.0,0.52,1
33788,13,3,0,0,1,1.0,0.0,1,0.01,0.07,1
112629,49,1,0,0,126,0.01,1.0,1,0.0,0.7,1
27883,14,9,8,0,1,1.0,0.0,128,1.0,0.0,1
47743,14,9,8,0,1,1.0,0.0,238,1.0,0.0,1
68674,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
90427,14,9,8,0,1,1.0,0.0,80,1.0,0.0,1
121413,49,1,0,0,295,0.0,1.0,1,0.0,0.97,1
85730,49,10,0,0,1,1.0,0.0,1,0.0,0.96,1
115168,49,1,0,0,392,0.0,1.0,1,0.0,1.0,1
4969,14,9,8,0,1,1.0,0.0,88,1.0,0.0,1
115270,44,1,0,0,509,0.0,1.0,1,0.0,1.0,1
18603,49,9,1,1,14,0.93,0.14,13,0.05,0.94,1
61788,49,0,0,0,1,1.0,0.0,1,0.01,0.67,1
23514,49,1,0,0,1,1.0,0.0,2,0.02,1.0,1
85664,44,9,1,0,14,0.07,0.64,1,0.0,0.22,1
47851,14,9,18,0,1,1.0,0.0,77,1.0,0.0,1
7139,14,9,8,0,1,1.0,0.0,199,1.0,0.0,1
97482,44,1,0,0,509,0.0,1.0,1,0.0,1.0,1
85043,44,9,1,0,13,0.08,0.31,1,0.0,0.26,1
54840,49,4,0,0,1,1.0,0.0,1,0.0,0.6,1
110917,49,9,1,0,42,0.43,0.07,18,0.07,0.23,1
108061,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
83946,49,9,1,0,4,1.0,0.0,4,0.02,0.76,1
47275,49,4,1,0,2,1.0,0.0,2,0.01,0.63,1
12308,49,10,0,0,1,1.0,0.0,1,0.0,0.95,1
63631,49,9,1,0,3,1.0,0.0,3,0.01,0.07,1
2834,49,1,0,0,1,1.0,0.0,2,0.04,1.0,1
33747,49,4,1,0,2,1.0,0.0,2,0.01,0.27,1
73967,10,1,0,0,165,0.01,0.58,1,0.0,0.38,1
101142,49,9,215,0,1,1.0,0.0,87,0.84,0.02,1
11080,49,9,215,0,1,1.0,0.0,145,0.86,0.01,1
5945,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
115654,49,4,0,0,1,1.0,0.0,1,0.0,0.59,1
93613,14,9,8,0,1,1.0,0.0,80,1.0,0.0,1
6648,49,9,1,0,48,0.44,0.08,87,0.34,0.06,1
56854,44,1,0,0,377,0.0,1.0,1,0.0,1.0,1
50092,14,9,8,0,1,1.0,0.0,71,1.0,0.0,1
68399,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
62928,49,4,1,0,2,1.0,0.0,2,0.01,0.58,1
118642,49,4,0,0,439,0.0,0.52,2,0.01,0.51,1
20778,49,9,1,0,4,1.0,0.0,208,0.82,0.03,1
36490,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
51879,49,1,0,0,6,0.17,1.0,1,0.0,0.36,1
73064,49,10,0,0,1,1.0,0.0,1,0.0,0.96,1
36977,8,4,0,0,1,1.0,0.0,1,0.0,0.33,1
27908,49,9,1,0,13,0.15,0.38,2,0.01,0.7,1
97560,44,1,0,0,487,0.0,0.95,1,0.0,0.91,1
102338,14,9,8,0,1,1.0,0.0,29,1.0,0.0,1
37923,44,1,0,0,450,0.0,1.0,1,0.0,1.0,1
91536,49,4,0,0,1,1.0,0.0,1,0.01,0.37,1
105694,14,9,8,0,1,1.0,0.0,34,1.0,0.0,1
79474,49,4,1,0,2,1.0,0.0,2,0.01,0.51,1
115223,14,9,8,0,1,1.0,0.0,143,1.0,0.0,1
76517,14,9,18,0,1,1.0,0.0,128,1.0,0.0,1
54035,36,4,0,0,1,1.0,0.0,1,0.01,0.48,1
10867,14,9,8,0,1,1.0,0.0,85,1.0,0.0,1
53292,14,9,8,0,1,1.0,0.0,192,1.0,0.0,1
79586,49,4,0,0,1,1.0,0.0,1,0.0,0.28,1
117579,14,9,8,0,1,1.0,0.0,51,1.0,0.0,1
45826,49,1,0,0,36,0.03,1.0,1,0.0,0.17,1
32406,49,9,1,0,13,0.08,0.77,1,0.0,0.46,1
59669,49,1,0,0,322,0.0,1.0,1,0.0,1.0,1
115597,49,4,1,0,2,1.0,0.0,2,0.01,0.5,1
118086,49,4,1,0,2,1.0,0.0,2,0.01,0.5,1
98076,44,1,0,0,511,0.0,0.96,1,0.0,0.91,1
88783,42,0,0,0,1,1.0,0.0,1,0.01,0.71,1
66695,14,9,8,0,1,1.0,0.0,232,1.0,0.0,1
59754,14,9,8,0,1,1.0,0.0,28,1.0,0.0,1
10011,49,9,215,0,1,1.0,0.0,1,1.0,0.0,1
71919,49,9,1,0,15,0.13,0.67,2,0.01,0.31,1
107866,49,9,1,0,70,0.34,0.07,47,0.18,0.21,1
123570,49,4,1,0,2,1.0,0.0,2,0.01,0.45,1
123111,14,9,8,0,1,1.0,0.0,41,1.0,0.0,1
3830,14,9,8,0,1,1.0,0.0,46,1.0,0.0,1
40918,14,9,8,0,1,1.0,0.0,129,1.0,0.0,1
7480,14,9,8,0,1,1.0,0.0,53,1.0,0.0,1
101640,14,9,8,0,1,1.0,0.0,87,1.0,0.0,1
110870,44,4,1,0,2,1.0,0.0,2,0.01,0.73,1
35060,49,4,1,0,2,1.0,0.0,2,0.01,0.5,1
81144,44,1,0,0,333,0.0,1.0,1,0.0,1.0,1
14072,14,9,8,0,1,1.0,0.0,5,1.0,0.0,1
20562,44,1,0,0,511,0.0,1.0,1,0.0,1.0,1
122014,14,9,8,0,1,1.0,0.0,34,1.0,0.0,1
20441,44,1,0,0,500,0.0,1.0,1,0.0,1.0,1
