,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,labels
60937,42,1,0,0,426,0.0,1.0,1,0.0,1.0,1
69342,47,9,215,0,1,1.0,0.0,15,1.0,0.0,1
66564,14,9,8,0,1,1.0,0.0,22,1.0,0.0,1
75488,47,9,1,0,46,0.48,0.07,22,0.09,0.23,1
62110,14,9,8,0,1,1.0,0.0,133,1.0,0.0,1
101177,47,1,0,0,1,1.0,0.0,1,0.02,1.0,1
91738,14,9,18,0,1,1.0,0.0,226,1.0,0.0,1
98087,14,9,8,0,1,1.0,0.0,91,1.0,0.0,1
76535,14,9,8,0,1,1.0,0.0,92,1.0,0.0,1
103153,47,9,215,0,1,1.0,0.0,151,0.83,0.01,1
99643,14,9,8,0,1,1.0,0.0,18,1.0,0.0,1
60620,47,9,1,0,28,0.04,0.21,1,0.0,0.83,1
87982,47,1,0,0,200,0.0,1.0,1,0.0,0.79,1
90849,47,1,0,0,1,1.0,0.0,2,0.12,1.0,1
20943,14,9,8,0,1,1.0,0.0,104,1.0,0.0,1
16662,14,9,8,0,1,1.0,0.0,86,1.0,0.0,1
41795,47,9,1,0,6,0.33,0.33,2,0.01,0.72,1
47440,42,4,1,0,2,1.0,0.0,2,0.01,0.73,1
1075,14,9,8,0,1,1.0,0.0,68,1.0,0.0,1
64070,47,10,0,0,1,1.0,0.0,1,0.0,0.96,1
18046,47,1,0,0,104,0.01,1.0,1,0.0,0.42,1
79456,14,9,18,0,1,1.0,0.0,7,1.0,0.0,1
60659,8,1,0,0,511,0.0,1.0,1,0.0,1.0,1
52592,14,9,8,0,1,1.0,0.0,56,1.0,0.0,1
11480,65,1,0,0,1,1.0,0.0,1,0.04,1.0,1
9247,47,9,215,0,1,1.0,0.0,105,0.87,0.02,1
93567,14,9,18,0,1,1.0,0.0,250,1.0,0.0,1
106490,47,1,0,0,509,0.0,1.0,1,0.0,1.0,1
109871,47,9,1,0,11,0.36,0.18,70,0.27,0.16,1
76540,47,4,0,0,1,1.0,0.0,1,0.01,0.66,1
80661,47,1,0,0,1,1.0,0.0,1,0.2,1.0,1
46056,47,5,0,0,185,0.01,0.99,1,0.0,0.73,1
34969,55,4,0,0,1,1.0,0.0,1,0.01,0.66,1
74439,47,1,0,0,193,0.01,0.99,1,0.0,0.76,1
70127,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
105295,42,1,0,0,397,0.0,1.0,1,0.0,1.0,1
56761,14,9,18,0,1,1.0,0.0,245,1.0,0.0,1
93646,47,9,1,0,9,1.0,0.0,9,0.04,0.4,1
96876,47,4,0,0,8,0.25,0.5,2,0.01,0.04,1
75500,42,1,0,0,511,0.0,0.96,1,0.0,0.91,1
104412,14,9,8,0,1,1.0,0.0,254,1.0,0.0,1
54744,42,4,1,0,2,1.0,0.0,2,0.01,0.63,1
1645,47,1,0,0,208,0.0,1.0,1,0.0,0.91,1
47522,47,4,0,0,1,1.0,0.0,1,0.01,0.42,1
60213,14,9,8,0,1,1.0,0.0,105,1.0,0.0,1
100812,47,9,1,0,12,1.0,0.0,12,0.05,0.95,1
83148,14,9,8,0,1,1.0,0.0,240,1.0,0.0,1
45679,47,10,0,0,1,1.0,0.0,1,0.0,0.96,1
25086,47,1,0,0,2,0.5,1.0,1,0.0,0.69,1
28730,14,9,8,0,1,1.0,0.0,123,1.0,0.0,1
91303,47,4,1,0,2,1.0,0.0,2,0.01,0.41,1
115238,14,9,18,0,1,1.0,0.0,142,1.0,0.0,1
39653,47,9,215,0,1,1.0,0.0,75,0.82,0.02,1
86484,14,9,8,0,1,1.0,0.0,77,1.0,0.0,1
65072,42,1,0,0,437,0.0,1.0,1,0.0,1.0,1
79579,14,9,8,0,1,1.0,0.0,23,1.0,0.0,1
95304,14,9,18,0,1,1.0,0.0,230,1.0,0.0,1
29084,42,1,0,0,510,0.0,1.0,1,0.0,1.0,1
55227,15,9,8,0,3,1.0,0.0,4,1.0,0.0,1
61070,47,1,0,0,252,0.0,1.0,1,0.0,0.97,1
54584,14,9,8,0,1,1.0,0.0,191,1.0,0.0,1
3970,42,9,1,0,11,0.09,0.73,1,0.0,0.13,1
17669,47,1,0,0,46,0.02,1.0,1,0.0,0.21,1
15938,47,10,0,0,1,1.0,0.0,1,0.0,0.95,1
35575,14,9,8,0,1,1.0,0.0,221,1.0,0.0,1
16074,47,9,1,0,33,0.33,0.09,56,0.22,0.31,1
53459,14,9,8,0,1,1.0,0.0,16,1.0,0.0,1
63120,14,9,8,0,1,1.0,0.0,25,1.0,0.0,1
1203,47,1,0,0,120,0.01,1.0,1,0.0,0.52,1
107079,55,1,0,0,2,0.5,1.0,1,0.0,1.0,1
45591,47,4,1,0,2,1.0,0.0,2,0.01,0.73,1
80469,14,9,8,0,1,1.0,0.0,227,1.0,0.0,1
103783,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
97148,21,1,0,0,511,0.0,1.0,1,0.0,1.0,1
70282,65,1,0,0,66,0.02,1.0,1,0.0,0.29,1
84652,47,1,0,0,189,0.01,1.0,1,0.0,0.88,1
20107,14,9,8,0,1,1.0,0.0,42,1.0,0.0,1
56019,47,4,0,0,1,1.0,0.0,1,0.0,0.46,1
2901,14,9,8,0,1,1.0,0.0,30,1.0,0.0,1
66060,42,1,0,0,333,0.0,1.0,1,0.0,1.0,1
28091,47,10,0,0,1,1.0,0.0,1,0.01,0.93,1
100752,47,1,0,0,16,0.06,1.0,1,0.0,0.4,1
13909,42,4,1,0,2,1.0,0.0,2,0.01,0.69,1
15087,14,9,8,0,1,1.0,0.0,127,1.0,0.0,1
113515,42,4,1,0,2,1.0,0.0,2,0.01,0.74,1
23786,47,10,0,0,1,1.0,0.0,1,0.01,0.94,1
67182,46,4,0,0,1,1.0,0.0,1,0.0,1.0,1
75584,47,4,1,0,2,1.0,0.0,2,0.01,0.5,1
53414,47,1,0,0,2,0.5,1.0,1,0.0,0.43,1
61835,47,1,0,0,285,0.0,1.0,1,0.0,1.0,1
114047,14,9,8,0,1,1.0,0.0,44,1.0,0.0,1
42311,47,1,0,0,1,1.0,0.0,2,0.02,1.0,1
106319,14,9,8,0,1,1.0,0.0,7,1.0,0.0,1
63752,47,4,0,0,306,0.01,0.5,2,0.01,0.5,1
94559,14,9,8,0,1,1.0,0.0,163,1.0,0.0,1
53788,47,4,0,0,1,1.0,0.0,1,0.0,0.52,1
89070,14,9,8,0,1,1.0,0.0,152,1.0,0.0,1
26797,47,4,1,0,2,1.0,0.0,2,0.01,0.74,1
19985,47,1,0,0,1,1.0,0.0,1,0.04,1.0,1
43726,14,9,8,0,1,1.0,0.0,102,1.0,0.0,1
57938,42,1,0,0,510,0.0,1.0,1,0.0,1.0,1
105099,47,1,0,0,245,0.0,1.0,1,0.0,0.99,1
21744,14,9,8,0,1,1.0,0.0,35,1.0,0.0,1
108424,14,9,8,0,1,1.0,0.0,29,1.0,0.0,1
48506,47,1,0,0,2,0.5,1.0,1,0.0,0.06,1
8051,42,4,1,0,2,1.0,0.0,2,0.01,0.64,1
48079,47,1,0,0,1,1.0,0.0,1,0.0,0.71,1
7921,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
117712,47,1,0,0,1,1.0,0.0,2,0.08,1.0,1
90372,47,1,0,0,273,0.0,1.0,1,0.0,1.0,1
60811,47,1,0,0,1,1.0,0.0,1,0.02,1.0,1
36278,47,1,0,0,1,1.0,0.0,1,0.06,1.0,1
97613,47,9,1,0,14,0.14,0.29,53,0.21,0.22,1
60911,14,9,8,0,1,1.0,0.0,63,1.0,0.0,1
95754,14,9,18,0,1,1.0,0.0,187,1.0,0.0,1
44900,42,4,1,0,2,1.0,0.0,2,0.01,0.68,1
37106,47,1,0,0,2,0.5,1.0,1,0.0,0.11,1
19030,47,4,1,0,2,1.0,0.0,2,0.01,0.82,1
22055,47,9,1,0,113,0.91,0.02,180,0.71,0.04,1
13318,47,9,1,0,1,1.0,0.0,1,0.0,0.21,1
5459,14,9,8,0,1,1.0,0.0,9,1.0,0.0,1
85406,47,9,1,0,3,0.67,0.67,2,0.01,1.0,1
68411,14,9,8,0,1,1.0,0.0,140,1.0,0.0,1
2116,47,4,0,0,2,1.0,0.0,2,0.01,0.51,1
108468,49,4,0,0,1,1.0,0.0,1,0.01,0.62,1
30561,47,9,1,0,42,0.21,0.1,9,0.04,0.22,1
80162,42,9,1,0,6,0.17,0.5,1,0.0,0.24,1
72031,47,4,1,0,2,1.0,0.0,2,0.01,0.73,1
83513,42,4,0,0,1,1.0,0.0,1,0.0,1.0,1
53604,47,1,0,0,145,0.01,0.99,1,0.0,0.58,1
92675,47,1,0,0,40,0.03,1.0,1,0.01,0.34,1
32342,14,9,8,0,1,1.0,0.0,226,1.0,0.0,1
77994,14,9,8,0,1,1.0,0.0,51,1.0,0.0,1
10927,47,4,1,0,2,1.0,0.0,2,0.01,0.5,1
9606,14,9,18,0,1,1.0,0.0,37,1.0,0.0,1
24530,47,4,1,0,2,1.0,0.0,2,0.01,0.82,1
3484,14,9,18,0,1,1.0,0.0,202,1.0,0.0,1
82966,14,9,8,0,1,1.0,0.0,1,1.0,0.0,1
102461,14,9,18,0,1,1.0,0.0,62,1.0,0.0,1
80001,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
99189,47,3,0,0,133,0.02,0.36,3,0.01,0.19,1
73260,14,9,18,0,1,1.0,0.0,94,1.0,0.0,1
101440,14,9,8,0,1,1.0,0.0,220,1.0,0.0,1
28780,47,1,0,0,1,1.0,0.0,2,0.02,1.0,1
31907,47,10,0,0,1,1.0,0.0,1,0.0,0.95,1
15251,42,1,0,0,509,0.0,1.0,1,0.0,1.0,1
89993,47,4,0,0,1,1.0,0.0,1,0.0,0.51,1
53396,47,1,0,0,1,1.0,0.0,1,0.0,0.32,1
73816,14,9,8,0,1,1.0,0.0,32,1.0,0.0,1
37804,14,9,8,0,1,1.0,0.0,88,1.0,0.0,1
39378,23,4,1,0,2,1.0,0.0,2,0.01,0.32,1
49410,42,1,0,0,511,0.0,1.0,1,0.0,1.0,1
17309,47,4,1,0,2,1.0,0.0,2,0.01,0.49,1
76115,47,1,0,0,340,0.0,0.52,1,0.0,0.52,1
104172,14,9,8,0,1,1.0,0.0,61,1.0,0.0,1
68725,14,9,8,0,1,1.0,0.0,70,1.0,0.0,1
67576,14,9,8,0,1,1.0,0.0,51,1.0,0.0,1
121970,14,9,8,0,1,1.0,0.0,129,1.0,0.0,1
36664,59,2,0,0,61,0.02,0.54,1,0.0,0.15,1
82065,47,4,1,0,2,1.0,0.0,2,0.01,0.7,1
91636,42,1,0,0,511,0.0,1.0,1,0.0,1.0,1
88871,47,9,1,0,19,0.74,0.21,14,0.05,0.22,1
123795,14,9,8,0,1,1.0,0.0,33,1.0,0.0,1
15700,14,9,8,0,1,1.0,0.0,123,1.0,0.0,1
42919,14,9,8,0,1,1.0,0.0,178,1.0,0.0,1
46934,47,4,0,0,347,0.01,0.52,2,0.01,0.52,1
123431,47,1,0,0,300,0.0,1.0,1,0.0,1.0,1
101956,47,4,0,0,1,1.0,0.0,1,0.01,0.72,1
37396,42,4,1,0,2,1.0,0.0,2,0.01,0.72,1
67481,47,4,0,0,1,1.0,0.0,1,0.0,0.74,1
43744,14,9,8,0,1,1.0,0.0,64,1.0,0.0,1
35272,14,9,8,0,1,1.0,0.0,254,1.0,0.0,1
99686,14,9,18,0,1,1.0,0.0,53,1.0,0.0,1
105389,47,9,1,0,2,1.0,0.0,2,0.01,0.28,1
56249,14,9,8,0,1,1.0,0.0,195,1.0,0.0,1
111094,14,9,8,0,1,1.0,0.0,4,1.0,0.0,1
68606,18,4,0,0,1,1.0,0.0,1,0.0,0.31,1
71967,47,1,0,0,1,1.0,0.0,1,0.0,0.67,1
115289,14,9,8,0,1,1.0,0.0,129,1.0,0.0,1
31176,14,9,8,0,1,1.0,0.0,142,1.0,0.0,1
88961,47,1,0,0,2,0.5,1.0,1,0.0,0.71,1
65370,47,9,1,0,137,0.93,0.01,195,0.76,0.04,1
16636,42,5,0,0,510,0.0,1.0,1,0.0,1.0,1
51278,14,9,8,0,1,1.0,0.0,129,1.0,0.0,1
42086,42,4,1,0,2,1.0,0.0,2,0.01,0.68,1
38200,59,5,0,0,172,0.01,0.4,1,0.0,0.27,1
112044,47,9,1,0,7,1.0,0.0,7,0.03,0.28,1
86601,42,4,1,0,2,1.0,0.0,2,0.01,0.74,1
77316,14,9,8,0,1,1.0,0.0,161,0.33,0.67,1
29135,47,4,0,0,1,1.0,0.0,1,0.01,0.08,1
101871,47,1,0,0,334,0.0,0.52,1,0.0,0.52,1
5262,14,9,8,0,1,1.0,0.0,37,1.0,0.0,1
42158,47,1,0,0,150,0.01,1.0,1,0.0,0.78,1
30005,14,9,8,0,1,1.0,0.0,201,1.0,0.0,1
8238,14,9,8,0,1,1.0,0.0,129,1.0,0.0,1
91828,14,9,8,0,1,1.0,0.0,87,1.0,0.0,1
4221,47,9,1,0,4,1.0,0.0,4,0.02,0.28,1
43304,42,4,1,0,2,1.0,0.0,2,0.01,0.74,1
98846,42,9,1,0,12,0.08,0.67,1,0.0,0.29,1
60181,42,1,0,0,509,0.0,1.0,1,0.0,1.0,1
121747,42,4,1,0,2,1.0,0.0,2,0.01,0.66,1
113767,47,1,0,0,166,0.01,0.99,1,0.0,0.66,1
82482,14,9,18,0,1,1.0,0.0,229,1.0,0.0,1
97673,47,1,0,0,509,0.0,1.0,1,0.0,1.0,1
17105,47,9,1,0,45,0.2,0.09,59,0.23,0.2,1
59388,47,4,0,0,1,1.0,0.0,1,0.0,0.23,1
68165,14,9,8,0,1,1.0,0.0,16,1.0,0.0,1
81446,47,1,0,0,91,0.01,1.0,1,0.0,0.37,1
24840,14,9,18,0,1,1.0,0.0,247,1.0,0.0,1
42593,47,10,0,0,1,1.0,0.0,1,0.01,0.93,1
18730,47,9,1,0,40,0.12,0.1,5,0.02,0.08,1
17136,29,4,1,0,2,1.0,0.0,2,0.01,0.66,1
71336,14,9,8,0,1,1.0,0.0,13,1.0,0.0,1
14211,47,4,1,0,2,1.0,0.0,2,0.01,0.73,1
58701,47,1,0,0,287,0.0,1.0,1,0.0,1.0,1
7421,14,9,8,0,1,1.0,0.0,155,1.0,0.0,1
34963,42,1,0,0,511,0.0,1.0,1,0.0,1.0,1
125207,14,9,8,0,1,1.0,0.0,206,1.0,0.0,1
38975,14,9,8,0,1,1.0,0.0,116,1.0,0.0,1
74173,47,4,1,0,2,1.0,0.0,2,0.01,0.74,1
22040,42,9,1,0,2,1.0,0.0,2,0.01,0.2,1
110659,42,1,0,0,511,0.0,1.0,1,0.0,1.0,1
35236,47,1,0,0,294,0.0,1.0,1,0.0,1.0,1
90547,26,1,0,0,106,0.01,1.0,1,0.0,0.49,1
113554,47,1,0,0,2,0.5,1.0,1,0.0,0.83,1
28610,47,1,0,0,2,0.5,1.0,1,0.0,0.79,1
56626,14,9,8,0,1,1.0,0.0,75,1.0,0.0,1
31289,42,4,1,0,2,1.0,0.0,2,0.01,0.73,1
79859,15,9,8,0,1,1.0,0.0,1,1.0,0.0,1
59299,42,1,0,0,511,0.0,1.0,1,0.0,1.0,1
94368,47,4,0,0,1,1.0,0.0,1,0.0,0.81,1
102463,47,9,1,0,12,0.08,0.67,1,0.0,0.47,1
19235,51,9,6,125,511,0.0,1.0,1,0.0,1.0,1
30843,47,4,0,0,1,1.0,0.0,1,0.0,0.6,1
27102,14,9,8,0,1,1.0,0.0,75,1.0,0.0,1
29446,14,9,8,0,1,1.0,0.0,146,1.0,0.0,1
36452,54,4,1,0,2,1.0,0.0,2,0.01,0.44,1
61406,47,4,0,0,1,1.0,0.0,1,0.0,0.89,1
60846,47,4,1,0,2,1.0,0.0,2,0.01,0.22,1
79413,14,9,8,0,1,1.0,0.0,94,1.0,0.0,1
101359,42,4,0,0,1,1.0,0.0,1,0.0,1.0,1
114257,47,1,0,0,197,0.01,1.0,1,0.0,0.8,1
61803,47,4,1,0,2,1.0,0.0,2,0.01,0.74,1
25230,14,9,8,0,1,1.0,0.0,51,1.0,0.0,1
88722,14,9,8,0,1,1.0,0.0,137,1.0,0.0,1
71701,47,9,1,0,13,0.69,0.15,9,0.04,0.85,1
69760,42,1,0,0,511,0.0,0.96,1,0.0,0.99,1
10830,42,1,0,0,510,0.0,1.0,1,0.0,1.0,1
96995,47,1,0,0,1,1.0,0.0,2,0.02,1.0,1
97723,14,9,8,0,1,1.0,0.0,53,1.0,0.0,1
7677,42,5,0,0,480,0.0,0.95,1,0.0,0.92,1
125243,47,4,1,0,2,1.0,0.0,2,0.01,0.78,1
97415,47,9,1,0,13,0.08,0.69,1,0.0,0.37,1
98068,14,9,18,0,1,1.0,0.0,172,1.0,0.0,1
36699,14,9,8,0,1,1.0,0.0,44,1.0,0.0,1
108753,47,4,0,0,1,1.0,0.0,1,0.0,0.44,1
50028,47,1,0,0,2,0.5,1.0,1,0.0,0.56,1
92598,14,9,8,0,1,1.0,0.0,80,1.0,0.0,1
123741,14,9,8,0,1,1.0,0.0,33,1.0,0.0,1
4542,47,1,0,0,2,0.5,1.0,1,0.0,0.15,1
9463,14,9,18,0,1,1.0,0.0,30,1.0,0.0,1
124812,47,4,1,0,2,1.0,0.0,2,0.01,0.5,1
106949,47,10,0,0,1,1.0,0.0,1,0.01,0.89,1
115301,14,9,8,0,1,1.0,0.0,14,1.0,0.0,1
103863,14,9,8,0,1,1.0,0.0,142,1.0,0.0,1
83581,14,9,18,0,1,1.0,0.0,209,1.0,0.0,1
81386,47,4,1,0,2,1.0,0.0,2,0.01,0.74,1
120147,47,4,1,0,2,1.0,0.0,2,0.01,0.51,1
26625,47,9,1,0,16,0.38,0.31,6,0.02,0.47,1
31349,14,9,8,0,1,1.0,0.0,70,1.0,0.0,1
70203,42,9,1,0,13,0.08,0.69,1,0.0,0.19,1
71581,47,1,0,0,66,0.02,0.55,1,0.0,0.16,1
42449,47,1,0,0,228,0.0,1.0,1,0.0,0.96,1
832,47,1,0,0,78,0.01,1.0,1,0.0,0.33,1
97958,47,1,0,0,110,0.01,1.0,1,0.0,0.45,1
58057,47,1,0,0,51,0.02,1.0,1,0.0,0.49,1
124582,47,1,0,0,329,0.0,1.0,1,0.0,1.0,1
31783,36,4,1,0,2,1.0,0.0,2,0.01,0.5,1
64049,47,9,1,0,5,1.0,0.0,5,0.02,0.54,1
3177,14,9,8,0,1,1.0,0.0,131,1.0,0.0,1
56061,47,10,0,0,1,1.0,0.0,1,0.03,0.73,1
23385,42,1,0,0,508,0.0,1.0,1,0.0,1.0,1
33578,47,1,0,0,2,0.5,1.0,1,0.0,0.54,1
70202,14,9,8,0,1,1.0,0.0,47,1.0,0.0,1
65840,14,9,8,0,1,1.0,0.0,198,1.0,0.0,1
31549,47,1,0,0,2,0.5,1.0,1,0.0,0.35,1
61853,14,9,8,0,1,1.0,0.0,19,1.0,0.0,1
37726,47,10,0,0,2,0.5,1.0,1,0.0,0.95,1
111847,48,5,0,0,80,0.03,0.38,2,0.01,0.12,1
45688,14,9,8,0,1,1.0,0.0,86,1.0,0.0,1
95475,47,1,0,0,1,1.0,0.0,2,0.03,1.0,1
97315,47,1,0,0,473,0.0,1.0,1,0.0,1.0,1
71655,42,1,0,0,511,0.0,1.0,1,0.0,1.0,1
39147,14,9,8,0,1,1.0,0.0,9,1.0,0.0,1
120491,42,4,1,0,2,1.0,0.0,2,0.01,0.64,1
96936,14,9,8,0,1,1.0,0.0,62,1.0,0.0,1
118462,47,4,0,0,1,1.0,0.0,1,0.01,0.09,1
110784,47,1,0,0,2,0.5,1.0,1,0.0,0.61,1
92488,47,1,0,0,196,0.01,0.99,1,0.0,0.78,1
116926,47,9,207,0,2,1.0,0.0,80,0.83,0.02,1
119188,42,1,0,0,510,0.0,1.0,1,0.0,1.0,1
48662,47,9,1,0,31,0.03,0.29,1,0.0,0.04,1
897,14,9,8,0,1,1.0,0.0,80,1.0,0.0,1
64417,47,1,0,0,229,0.0,1.0,1,0.0,0.96,1
72746,47,9,1,0,23,0.52,0.17,12,0.05,0.87,1
9931,42,1,0,0,511,0.0,0.96,1,0.0,1.0,1
37523,47,4,0,0,1,1.0,0.0,1,0.0,0.97,1
45547,47,9,1,0,5,0.4,0.4,2,0.01,0.98,1
4062,42,9,1,0,100,0.04,0.06,4,0.02,0.06,1
46294,47,4,0,0,1,1.0,0.0,1,0.01,0.59,1
72686,14,9,8,0,1,1.0,0.0,136,1.0,0.0,1
124328,14,9,18,0,1,1.0,0.0,91,1.0,0.0,1
49294,14,9,8,0,1,1.0,0.0,160,1.0,0.0,1
119129,47,4,0,0,3,0.33,0.67,1,0.0,0.39,1
93763,47,9,1,1,6,0.5,0.33,3,0.01,0.98,1
103288,47,10,0,0,1,1.0,0.0,1,0.01,0.95,1
15512,42,9,1,0,2,1.0,0.0,2,0.01,0.15,1
10941,47,9,1,0,3,1.0,0.0,6,0.02,0.98,1
79959,14,9,8,0,1,1.0,0.0,84,1.0,0.0,1
43925,47,1,0,0,494,0.0,1.0,1,0.0,1.0,1
5415,47,1,0,0,206,0.0,1.0,1,0.0,0.82,1
72205,14,9,8,0,1,1.0,0.0,26,1.0,0.0,1
48664,47,4,1,0,2,1.0,0.0,2,0.01,0.68,1
47969,14,9,8,0,1,1.0,0.0,32,1.0,0.0,1
39217,47,4,0,0,1,1.0,0.0,1,0.0,0.88,1
124947,14,9,8,0,1,1.0,0.0,109,1.0,0.0,1
2743,47,1,0,0,263,0.0,1.0,1,0.0,0.97,1
123872,47,1,0,0,1,1.0,0.0,1,0.08,1.0,1
87171,14,9,8,0,1,1.0,0.0,111,1.0,0.0,1
23576,47,4,0,0,1,1.0,0.0,1,0.01,0.33,1
108962,14,9,8,0,1,1.0,0.0,81,1.0,0.0,1
22105,14,9,8,0,1,1.0,0.0,225,1.0,0.0,1
29278,47,1,0,0,1,1.0,0.0,2,0.02,1.0,1
41965,14,9,8,0,1,1.0,0.0,175,1.0,0.0,1
2948,47,1,0,0,154,0.01,1.0,1,0.0,0.63,1
49014,14,9,8,0,1,1.0,0.0,57,1.0,0.0,1
28773,47,1,0,0,304,0.0,1.0,1,0.0,0.97,1
50534,47,4,1,0,2,1.0,0.0,2,0.01,0.5,1
44808,22,4,0,0,1,1.0,0.0,1,0.0,1.0,1
5858,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
45612,14,9,8,0,1,1.0,0.0,202,1.0,0.0,1
12704,47,1,0,0,404,0.0,0.52,1,0.0,0.52,1
124833,47,10,0,0,1,1.0,0.0,1,0.01,0.91,1
7595,14,9,8,0,1,1.0,0.0,194,1.0,0.0,1
76119,14,9,8,0,1,1.0,0.0,157,1.0,0.0,1
66682,47,4,0,0,1,1.0,0.0,1,0.0,0.73,1
90955,47,9,215,0,1,1.0,0.0,47,0.85,0.04,1
12892,14,9,8,0,1,1.0,0.0,37,1.0,0.0,1
34685,47,4,1,0,2,1.0,0.0,2,0.01,0.5,1
116353,14,9,8,0,1,1.0,0.0,23,1.0,0.0,1
118937,47,1,0,0,142,0.01,0.99,1,0.0,0.56,1
28412,42,1,0,0,455,0.0,1.0,1,0.0,1.0,1
114946,47,1,0,0,382,0.0,0.52,1,0.0,0.52,1
27964,14,9,8,0,1,1.0,0.0,131,1.0,0.0,1
75677,42,9,1,0,52,0.02,0.12,1,0.0,0.09,1
36535,47,9,1,0,12,0.08,0.75,1,0.0,0.07,1
26265,33,1,0,0,22,0.05,1.0,1,0.01,0.26,1
40030,14,9,8,0,1,1.0,0.0,22,1.0,0.0,1
90303,14,9,18,0,1,1.0,0.0,160,1.0,0.0,1
87865,47,9,1,0,74,0.05,0.08,4,0.02,0.2,1
91740,47,1,0,0,234,0.0,1.0,1,0.0,0.94,1
111500,47,9,1,0,21,0.24,0.14,5,0.02,0.52,1
70870,30,1,0,0,258,0.0,1.0,1,0.0,0.97,1
89603,14,9,8,0,1,1.0,0.0,227,1.0,0.0,1
72332,14,9,8,0,1,1.0,0.0,25,1.0,0.0,1
76881,47,5,0,0,2,0.5,1.0,1,0.0,1.0,1
79510,42,9,1,0,93,0.03,0.05,3,0.01,0.05,1
330,47,1,0,0,2,0.5,1.0,1,0.0,0.6,1
104014,47,9,1,0,35,0.26,0.09,12,0.05,0.91,1
47744,14,9,8,0,1,1.0,0.0,238,1.0,0.0,1
72483,54,4,0,0,1,1.0,0.0,1,0.0,1.0,1
118406,47,9,1,0,15,0.07,0.53,1,0.0,0.82,1
99669,47,9,1,26,27,0.52,0.11,14,0.05,0.82,1
115698,14,9,8,0,1,1.0,0.0,70,1.0,0.0,1
110928,47,1,0,0,46,0.02,1.0,1,0.0,0.48,1
38170,47,1,0,0,2,0.5,1.0,1,0.0,0.36,1
102129,14,9,8,0,1,1.0,0.0,74,1.0,0.0,1
7011,47,1,0,0,59,0.02,1.0,1,0.0,0.51,1
68050,14,9,8,0,1,1.0,0.0,34,1.0,0.0,1
119716,47,9,215,0,1,1.0,0.0,173,0.84,0.01,1
96992,14,9,8,0,1,1.0,0.0,52,1.0,0.0,1
86247,47,4,0,0,1,1.0,0.0,1,0.0,0.7,1
38896,42,1,0,0,495,0.0,1.0,1,0.0,1.0,1
46894,14,9,8,0,1,1.0,0.0,118,1.0,0.0,1
53393,42,1,0,0,509,0.0,0.95,1,0.0,0.91,1
115656,47,1,0,0,238,0.0,1.0,1,0.0,0.95,1
23919,47,1,0,0,433,0.0,1.0,1,0.0,1.0,1
36931,47,9,100,0,2,1.0,0.0,31,0.17,0.01,1
38787,14,9,8,0,1,1.0,0.0,68,1.0,0.0,1
120824,42,9,1,0,41,0.05,0.2,2,0.01,0.1,1
88442,14,9,8,0,1,1.0,0.0,255,1.0,0.0,1
28050,14,9,18,0,1,1.0,0.0,246,1.0,0.0,1
96533,47,4,0,0,1,1.0,0.0,1,0.0,0.26,1
52026,47,4,0,0,325,0.01,0.52,2,0.01,0.52,1
121989,14,9,8,0,1,1.0,0.0,186,1.0,0.0,1
77336,47,4,0,0,1,1.0,0.0,1,0.01,0.24,1
37526,47,9,1,0,16,0.19,0.12,50,0.2,0.37,1
105293,47,10,0,0,1,1.0,0.0,1,0.01,0.94,1
75483,47,9,1,26,21,0.14,0.19,3,0.01,0.87,1
39347,47,1,0,0,99,0.01,1.0,1,0.0,0.65,1
6834,42,1,0,0,511,0.0,1.0,1,0.0,1.0,1
89030,42,4,1,0,2,1.0,0.0,2,0.01,0.73,1
91876,14,9,18,0,1,1.0,0.0,126,1.0,0.0,1
2272,47,1,0,0,164,0.01,1.0,1,0.0,0.81,1
2256,53,1,0,0,1,1.0,0.0,2,0.33,1.0,1
50393,47,9,1,0,34,0.29,0.09,16,0.06,0.85,1
103869,14,9,18,0,1,1.0,0.0,71,1.0,0.0,1
94184,31,5,0,0,35,0.09,0.4,3,0.01,0.06,1
90951,22,4,1,0,2,1.0,0.0,2,0.01,0.4,1
20922,47,1,0,0,1,1.0,0.0,1,0.0,0.56,1
107885,42,4,1,0,2,1.0,0.0,2,0.01,0.69,1
91026,14,9,8,0,1,1.0,0.0,206,1.0,0.0,1
61620,47,4,0,0,80,0.03,0.54,2,0.01,0.18,1
7086,14,9,8,0,1,1.0,0.0,171,1.0,0.0,1
88585,57,2,0,15,1,1.0,0.0,15,0.25,1.0,1
72038,4,9,10,35,2,0.5,1.0,2,0.29,0.57,1
50914,42,1,0,0,508,0.0,1.0,1,0.0,1.0,1
30407,47,9,1,0,12,0.75,0.17,9,0.04,0.33,1
95662,47,9,1,0,127,0.71,0.05,146,0.57,0.05,1
56076,14,9,8,0,1,1.0,0.0,62,1.0,0.0,1
61428,47,4,1,0,2,1.0,0.0,2,0.01,0.71,1
